ticker,earnings_date,spectral_entropy,dominant_frequency,dominant_power,cumulative_abnormal_return,day1_abnormal_return,pre_window_size,post_window_size,lm_polarity,lm_subjectivity
INTC,2021-01-21,2.431641185439303,0.1,0.18912785160782108,-0.06556137147851418,0.061686540765008284,30,5,0.595307916142792,0.0831099195507896
INTC,2020-10-22,2.3454325109821523,0.43333333333333335,0.17502220729730125,-0.14180355482865778,0.001978303392994309,30,5,0.2822580633779917,0.0680570801130469
INTC,2020-07-23,2.4513588807092916,0.36666666666666664,0.16358880098606465,-0.233697434576777,0.0012997727222269027,30,5,0.1864406771760988,0.065500971394532
TSLA,2023-01-25,2.3175860679207525,0.5,0.25849734004568786,0.1699431570898032,0.003371048999019312,30,5,0.0814814811796982,0.0698576972652373
TSLA,2022-10-19,2.434508552543902,0.43333333333333335,0.19210332163468086,-0.026406327893772147,0.015478350751657589,30,5,0.1120689650341855,0.0603537981112503
TSLA,2022-07-20,1.9427815466788099,0.26666666666666666,0.3306248894416444,0.056392110123845776,0.0016385574512441442,30,5,-0.0314465407816146,0.0785961443206633
TSLA,2022-01-26,2.4528023815731634,0.16666666666666666,0.18731495752326513,-0.02775991191183364,0.02299980586865455,30,5,0.0041152263205134,0.0606136193413286
TSLA,2021-10-20,2.3159245130119963,0.3333333333333333,0.19455882491202475,0.1523962040088839,-0.0021511787051061593,30,5,-0.0305343510284948,0.0661449128840835
TSLA,2021-07-26,2.545856895389351,0.26666666666666666,0.14566955557544028,0.06914561872320049,0.01943991063131212,30,5,-0.069230768964497,0.0713893464933033
TSLA,2021-04-26,2.1294240978108534,0.3333333333333333,0.292356689853915,-0.029089406167273665,0.009907070564937705,30,5,-0.0763052205770874,0.0676079283009481
TSLA,2021-01-27,2.321816763906514,0.3,0.21005822595880252,-0.005878733869938105,0.003074949156972439,30,5,0.1711026609463777,0.0667174023169159
TSLA,2020-07-22,2.2759078222961397,0.0,0.19783635892695425,-0.048477168059532026,0.009491905636170181,30,5,0.2733564004382131,0.0716765872838103
NFLX,2023-01-19,2.307797712493489,0.13333333333333333,0.20930127943412805,0.09768578227856886,-0.025557030270821908,30,5,0.3418803404193148,0.0678457523723265
NFLX,2022-10-18,2.422100527072698,0.4,0.2672967630251838,0.10951347010720344,-0.02913166050839247,30,5,0.3397129170348664,0.0637195121756952
NFLX,2022-07-19,2.422723569021458,0.2,0.18214201817473066,0.09993922941103173,0.027919283221235488,30,5,0.2136752127620717,0.068461088335734
NFLX,2022-04-19,2.2454180415456975,0.23333333333333334,0.2170531582572963,-0.4541164860878686,0.015308409261216231,30,5,0.3304347811720227,0.0714507610837369
NFLX,2022-01-20,2.4573438528483096,0.0,0.20277623118336163,-0.31905113204034186,-0.0037321635744479043,30,5,0.1244239625602582,0.0659574467884627
NFLX,2021-10-19,2.4359760128438204,0.3,0.20231923238412516,0.03293900915811123,-0.0060723044337064516,30,5,0.3394495397272957,0.0716398290924614
